compatibility_code,section,reference,reference_prefix,reference_group,reference_family,reference_option,reference_variant,options,source_line
0258,SCANBODY REFERENCE,49.420.000.01-2,49,420,000,01,2,8,49.420.000.01-2                                         8                  Regular
0258,SCANBODY REFERENCE,49.420.000.02-2,49,420,000,02,2,8,49.420.000.02-2                                         8                        Wide
0258,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0258,DYNAMIC,41.314.039.01-2,41,314,039,01,2,24,41.314.039.01-2                                 24                        43.624.201.01-2
0258,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.314.039.01-2                                 24                        43.624.201.01-2
0258,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0258,STRAIGHT,40.314.005.04-2,40,314,005,04,2,"1,27","40.314.005.04-2                             Hex 1,27                        43.625.105.01-2"
0258,STRAIGHT,43.625.105.01-2,43,625,105,01,2,"1,27","40.314.005.04-2                             Hex 1,27                        43.625.105.01-2"
0260,STANDARD DYNAMIC TIBASE,31.320.260.01-2,31,320,260,01,2,"40º|0,5","0,5                       40º                               -                      31.320.260.01-2                               31.310.260.01-2"
0260,STANDARD DYNAMIC TIBASE,31.310.260.01-2,31,310,260,01,2,"40º|0,5","0,5                       40º                               -                      31.320.260.01-2                               31.310.260.01-2"
0260,SCREWDRIVER,52.410.103.01-2,52,410,103,01,2,10,10                     52.410.103.01-2
0260,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0260,SCREWDRIVER,50.310.207.03-2,50,310,207,03,2,,50.310.207.03-2
0260,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,43.624.410.01-2
0260,SCREWDRIVER,52.412.103.01-2,52,412,103,01,2,12,12                     52.412.103.01-2
0260,SCANBODY                                       SCANALOG,30.410.006.01-2,30,410,006,01,2,,30.410.006.01-2                               23.410.260.01-2
0260,SCANBODY                                       SCANALOG,23.410.260.01-2,23,410,260,01,2,,30.410.006.01-2                               23.410.260.01-2
0260,SCANBODY                                       SCANALOG,33.345.856.01-2,33,345,856,01,2,3,3                                                 33.345.856.01-2                                             34.610.260.01-2
0260,SCANBODY                                       SCANALOG,34.610.260.01-2,34,610,260,01,2,3,3                                                 33.345.856.01-2                                             34.610.260.01-2
0260,SCANBODY                                       SCANALOG,33.445.856.01-2,33,445,856,01,2,30º|4,4                       30º                       33.445.856.01-2
0260,SCANBODY                                       SCANALOG,33.645.856.01-2,33,645,856,01,2,6,6                                                 33.645.856.01-2
0260,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0260,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0260,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0260,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0260,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0260,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0260,SCANBODY OP,54.315.207.21-2,54,315,207,21,2,,54.315.207.21-2                                                                                                                                     43.601.107.01-2
0260,SCANBODY OP,43.601.107.01-2,43,601,107,01,2,,54.315.207.21-2                                                                                                                                     43.601.107.01-2
0260,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0260,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0260,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0260,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0260,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0260,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                        43.618.201.01-2
0260,DYNAMIC,41.316.066.01-2,41,316,066,01,2,24,41.316.066.01-2                                   24                        43.624.201.01-2
0260,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.066.01-2                                   24                        43.624.201.01-2
0260,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                        43.632.201.01-2
0260,STRAIGHT,40.316.007.03-2,40,316,007,03,2,,40.316.007.03-2                            TORX T6                          43.601.107.01-2
0260,STRAIGHT,43.601.107.01-2,43,601,107,01,2,,40.316.007.03-2                            TORX T6                          43.601.107.01-2
0260,STRAIGHT MULTI-UNIT,42.302.207.01-2,42,302,207,01,2,1,1                    42.302.207.01-2
0260,STRAIGHT MULTI-UNIT,42.302.207.02-2,42,302,207,02,2,2,2                    42.302.207.02-2
0260,STRAIGHT MULTI-UNIT,42.302.207.03-2,42,302,207,03,2,3,3                    42.302.207.03-2
0260,STRAIGHT MULTI-UNIT,42.302.207.04-2,42,302,207,04,2,4,4                    42.302.207.04-2
0261,STANDARD DYNAMIC TIBASE,31.323.261.01-2,31,323,261,01,2,"40º|0,5","0,5                       40º                               -                       31.323.261.01-2                              31.313.261.01-2"
0261,STANDARD DYNAMIC TIBASE,31.313.261.01-2,31,313,261,01,2,"40º|0,5","0,5                       40º                               -                       31.323.261.01-2                              31.313.261.01-2"
0261,SCREWDRIVER,52.410.103.01-2,52,410,103,01,2,10,10                     52.410.103.01-2
0261,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,43.621.410.01-2
0261,SCREWDRIVER,50.310.207.03-2,50,310,207,03,2,,50.310.207.03-2
0261,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,43.624.410.01-2
0261,SCREWDRIVER,52.412.103.01-2,52,412,103,01,2,12,12                     52.412.103.01-2
0261,SCANBODY                                       SCANALOG,30.413.004.01-2,30,413,004,01,2,,30.413.004.01-2                               23.413.261.01-2
0261,SCANBODY                                       SCANALOG,23.413.261.01-2,23,413,261,01,2,,30.413.004.01-2                               23.413.261.01-2
0261,SCANBODY                                       SCANALOG,33.345.856.01-2,33,345,856,01,2,3,3                                                 33.345.856.01-2                                             34.613.261.01-2
0261,SCANBODY                                       SCANALOG,34.613.261.01-2,34,613,261,01,2,3,3                                                 33.345.856.01-2                                             34.613.261.01-2
0261,SCANBODY                                       SCANALOG,33.445.856.01-2,33,445,856,01,2,30º|4,4                       30º                       33.445.856.01-2
0261,SCANBODY                                       SCANALOG,33.645.856.01-2,33,645,856,01,2,6,6                                                 33.645.856.01-2
0261,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0261,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0261,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                       13                         A
0261,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0261,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0261,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0261,SCANBODY OP,54.315.207.21-2,54,315,207,21,2,,54.315.207.21-2                                                                                                                                    43.601.107.01-2
0261,SCANBODY OP,43.601.107.01-2,43,601,107,01,2,,54.315.207.21-2                                                                                                                                    43.601.107.01-2
0261,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0261,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0261,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0261,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0261,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
