reference,reference_num,name,ean13
54.312.209.32-2,54312209322,"Reference Scanbody NR H7 (Hex.1,20). DAS MU4.0. 5N·cm",843567351507
54.312.209.31-2,54312209312,"Reference Scanbody NR H7 (Hex.1,20). DAS Multi-Unit. 5N·cm",
54.322.008.31-2,54322008312,Reference Scanbody R H7 (Hex. 1.27). Comp.0008. 5N·cm,843567351157
54.322.209.32-2,54322209322,"Reference Scanbody R H7 (Hex.1,20). DAS MU4.0. 5N·cm",843567351358
54.322.209.31-2,54322209312,"Reference Scanbody R H7 (Hex.1,20). DAS Multi-Unit. 5N·cm",843567351055
54.322.210.31-2,54322210312,"Reference Scanbody R H7 (Hex.1,20). Internal DAS Multi-Unit. 5N·cm",
54.322.205.31-2,54322205312,"Reference Scanbody R H7 (Hex.1,27). Comp.0205. 5N·cm",
54.322.183.31-2,54322183312,Reference Scanbody R H7 (Hex1.00). Comp.0183. 5N·cm,843567351075
54.322.195.31-2,54322195312,Reference Scanbody R H7 (Hex1.25). Comp.0195. 5N·cm,843567351304
54.322.242.31-2,54322242312,Reference Scanbody R H7 (Hex1.25). Comp.0242. 5N·cm,843567351292
54.322.020.31-2,54322020312,Reference Scanbody R H7 (Hex1.27). Comp.0020. 5N·cm,843567351297
54.322.158.31-2,54322158312,Reference Scanbody R H7 (Hex1.27). Comp.0158. 5N·cm,843567351296
54.322.193.31-2,54322193312,Reference Scanbody R H7 (Hex1.27). Comp.0193. 5N·cm,843567351062
54.322.101.31-2,54322101312,Reference Scanbody R H7 (Torx T6). Comp.0101. 5N·cm,843567351057
54.322.025.31-2,54322025312,Reference Scanbody R H7 (Unigrip). Comp.0025. 5N·cm,843567351056
53.423.263.01-2,53423263012,"Scanbody STD Multi-Unit H5.5, R, (Hex.1,50) 5N·cm",843567350666
30.412.001.01-2,30412001012,Scanbody STD-NP (Dynamic Ti-Base),843656873008
30.413.002.01-2,30413002012,Scanbody STD-RP (Dynamic Ti-Base),843656873010
30.414.003.01-2,30414003012,Scanbody STD-WP (Dynamic Ti-Base),843656873205
30.410.006.01-2,30410006012,Scanbody STD-XNP (Dynamic Ti-Base),843656873324
30.415.007.01-2,30415007012,Scanbody STD-XWP (Dynamic Ti-Base),843656873219
40.320.003.80-2,40320003802,Healing Cap R DAS MU4.0 2P Hex1.20 10N·cm,843567351354
40.320.003.88-2,40320003882,Healing Cap R DAS Multi-Unit 2P Hex1.20 10N·cm,843656873873
40.314.017.89-2,40314017892,Healing Cap R STD Multi-Unit 2P Hex1.50 10N·cm,843567350489
40.320.003.81-2,40320003812,Healing Cap W DAS MU4.0 2P Hex1.20 10N·cm,843567351355
40.320.003.89-2,40320003892,Healing Cap W DAS Multi-Unit 2P Hex1.20 10N·cm,843656873874
35.322.209.21-2,35322209212,Straight TiBase NR Comp.0209,843567351227
35.312.001.21-2,35312001212,Straight TiBase NR G0.3 HC9 Comp.0001,843656873751
35.313.002.21-2,35313002212,Straight TiBase NR G0.3 HC9 Comp.0002,843656873753
35.312.003.21-2,35312003212,Straight TiBase NR G0.3 HC9 Comp.0003,843656873757
35.312.023.21-2,35312023212,Straight TiBase NR G0.3 HC9 Comp.0023,843656873761
35.313.024.21-2,35313024212,Straight TiBase NR G0.3 HC9 Comp.0024,843656873785
35.313.027.21-2,35313027212,Straight TiBase NR G0.3 HC9 Comp.0027,843656873771
35.314.028.21-2,35314028212,Straight TiBase NR G0.3 HC9 Comp.0028,843656873773
35.315.129.21-2,35315129212,Straight TiBase NR G0.3 HC9 Comp.0129,843656873774
35.313.041.21-2,35313041212,Straight TiBase NR G0.4 HC9 Comp.0041,843656873797
35.314.080.21-2,35314080212,Straight TiBase NR G0.4 HC9 Comp.0080,843656873766
35.312.026.21-2,35312026212,Straight TiBase NR G0.5 HC9 Comp.0026,843656873770
35.314.057.21-2,35314057212,Straight TiBase NR G0.5 HC9 Comp.0057,843656873755
35.314.058.21-2,35314058212,Straight TiBase NR G0.5 HC9 Comp.0058,843656873759
35.310.160.21-2,35310160212,Straight TiBase NR G0.5 HC9 Comp.0160,843656873790
35.313.037.21-2,35313037212,Straight TiBase NR G0.6 HC9 Comp.0037,843656873792
35.312.040.21-2,35312040212,Straight TiBase NR G0.6 HC9 Comp.0040,843656873795
35.314.061.21-2,35314061212,Straight TiBase NR G0.6 HC9 Comp.0061,843656873763
35.314.096.21-2,35314096212,Straight TiBase NR G0.6 HC9 Comp.0096,843656873804
35.313.004.21-2,35313004212,Straight TiBase NR G1 HC9 Comp.0004,843656873799
35.314.005.21-2,35314005212,Straight TiBase NR G1 HC9 Comp.0005,843656873801
35.311.090.21-2,35311090212,Straight TiBase NR G1 HC9 Comp.0090,843656873775
35.315.092.21-2,35315092212,Straight TiBase NR G1 HC9 Comp.0092,843656873779
35.313.035.21-2,35313035212,Straight TiBase NR G1.1 HC9 Comp.0035,843656873788
35.312.006.21-2,35312006212,Straight TiBase NR G1.2 HC9 Comp.0006,843656873776
35.314.091.21-2,35314091212,Straight TiBase NR G1.2 HC9 Comp.0091,843656873778
35.312.109.21-2,35312109212,Straight TiBase NR G1.2 HC9 Comp.0109,
35.313.022.21-2,35313022212,Straight TiBase NR G1.3 HC9 Comp.0022,843656873782
35.312.033.21-2,35312033212,Straight TiBase NR G1.3 HC9 Comp.0033,843656873787
35.314.124.21-2,35314124212,Straight TiBase NR G1.4 HC9 Comp.0124,843656873784
35.313.007.21-2,35313007212,Straight TiBase NR G1.5 HC9 Comp.0007,843656873777
35.313.017.22-2,35313017222,Straight TiBase NR G1.5 HC9 Comp.0017,
35.312.021.21-2,35312021212,Straight TiBase NR G1.5 HC9 Comp.0021,843656873781
35.310.159.21-2,35310159212,Straight TiBase NR G1.5 HC9 Comp.0159,843656873780
35.312.209.21-2,35312209212,Straight TiBase R Comp.0209,843656873887
35.322.001.21-2,35322001212,Straight TiBase R G0.3 HC9 Comp.0001,843656873752
35.323.002.21-2,35323002212,Straight TiBase R G0.3 HC9 Comp.0002,843656873754
35.322.003.21-2,35322003212,Straight TiBase R G0.3 HC9 Comp.0003,843656873758
35.322.023.21-2,35322023212,Straight TiBase R G0.3 HC9 Comp.0023,843656873762
35.323.024.21-2,35323024212,Straight TiBase R G0.3 HC9 Comp.0024,843656873786
35.323.027.21-2,35323027212,Straight TiBase R G0.3 HC9 Comp.0027,843656873772
35.324.028.21-2,35324028212,Straight TiBase R G0.3 HC9 Comp.0028,843656873743
35.323.041.21-2,35323041212,Straight TiBase R G0.4 HC9 Comp.0041,843656873798
35.324.080.21-2,35324080212,Straight TiBase R G0.4 HC9 Comp.0080,843656873767
35.322.026.21-2,35322026212,Straight TiBase R G0.5 HC9 Comp.0026,843656873742
35.324.057.21-2,35324057212,Straight TiBase R G0.5 HC9 Comp.0057,843656873756
35.324.058.21-2,35324058212,Straight TiBase R G0.5 HC9 Comp.0058,843656873760
35.320.160.21-2,35320160212,Straight TiBase R G0.5 HC9 Comp.0160,843656873791
35.323.037.21-2,35323037212,Straight TiBase R G0.6 HC9 Comp.0037,843656873793
35.322.040.21-2,35322040212,Straight TiBase R G0.6 HC9 Comp.0040,843656873796
35.324.061.21-2,35324061212,Straight TiBase R G0.6 HC9 Comp.0061,843656873764
35.324.096.21-2,35324096212,Straight TiBase R G0.6 HC9 Comp.0096,843656873794
35.323.004.21-2,35323004212,Straight TiBase R G1 HC9 Comp.0004,843656873800
35.324.005.21-2,35324005212,Straight TiBase R G1 HC9 Comp.0005,843656873768
35.322.075.21-2,35322075212,Straight TiBase R G1 HC9 Comp.0075,843656873769
35.321.090.21-2,35321090212,Straight TiBase R G1 HC9 Comp.0090,843656873744
35.325.092.21-2,35325092212,Straight TiBase R G1 HC9 Comp.0092,843656873748
35.323.035.21-2,35323035212,Straight TiBase R G1.1 HC9 Comp.0035,843656873789
35.322.006.21-2,35322006212,Straight TiBase R G1.2 HC9 Comp.0006,843656873745
35.324.091.21-2,35324091212,Straight TiBase R G1.2 HC9 Comp.0091,843656873747
35.323.022.21-2,35323022212,Straight TiBase R G1.3 HC9 Comp.0022,843656873783
35.322.033.21-2,35322033212,Straight TiBase R G1.3 HC9 Comp.0033,843656873765
35.323.007.21-2,35323007212,Straight TiBase R G1.5 HC9 Comp.0007,843656873746
35.323.017.22-2,35323017222,Straight TiBase R G1.5 HC9 Comp.0017,
35.322.021.21-2,35322021212,Straight TiBase R G1.5 HC9 Comp.0021,843656873750
35.320.159.21-2,35320159212,Straight TiBase R G1.5 HC9 Comp.0159,843656873749
23.313.025.01-2,23313025012,TiScAnalog Comp.0025,843567351391
40.320.002.03-2,40320002032,Screw Cuad1.30 M2 L10.2mm 30N·cm,843656873652
40.325.002.01-2,40325002012,Screw Cuad1.30 M2.5 L7.41mm 30N·cm,843656873660
40.316.002.01-2,40316002012,Screw Cuad1.3mm M1.6 L7.0mm 20N·cm,843656873659
40.320.003.08-2,40320003082,Screw DAS MU4.0 Hex.1.20 M2 L4.2mm 25N·cm,843567351353
40.320.003.06-2,40320003062,Screw DAS Multi-Unit Hex.1.20 M2 L4mm 25N·cm,843656873388
40.320.007.05-2,40320007052,Screw DAS Multi-Unit Torx T6 M2 L5mm 25N·cm,843567350632
41.316.077.32-2,41316077322,Dynamic Screw A2 M1.6 L7.7mm 20N·cm,843567350676
41.314.039.99-2,41314039992,Dynamic Screw M1.4 L3.9mm 15N·cm para validación,
41.320.052.01-2,41320052012,Dynamic Screw DAS MU4.0 Provisional M2 L5.2mm 25N·cm,843567351357
41.320.042.01-2,41320042012,"Dynamic Screw DAS MU4.0, M2 L4.2mm 25N·cm",843567351356
41.320.050.02-2,41320050022,Dynamic Screw DAS Multi-Unit Provisional M2 L5mm 25N·cm,843656873366
41.320.040.01-2,41320040012,"Dynamic Screw DAS Multi-Unit, M2 L4mm 25N·cm",843656873365
41.318.057.01-2,41318057012,Dynamic Screw Internal DAS Multi-Unit Provisional M1.8 L5.7mm 20N·c,
41.318.050.01-2,41318050012,"Dynamic Screw Internal DAS Multi-Unit, M1.8 L5mm 20N·cm",
41.314.046.01-2,41314046012,Dynamic Screw M1.4 (paso 0.25) L4.6mm 15N·cm,843656873340
41.314.105.01-2,41314105012,Dynamic Screw M1.4 L10.5mm 15N·cm,843656873722
41.314.039.01-2,41314039012,Dynamic Screw M1.4 L3.9mm 15N·cm,843656873151
41.314.040.01-2,41314040012,Dynamic Screw M1.4 L4.0mm 15N·cm,843656873150
41.314.040.02-2,41314040022,Dynamic Screw M1.4 L4.0mm 15N·cm,843656873233
41.314.043.01-2,41314043012,Dynamic Screw M1.4 L4.3mm 15N·cm,843656873223
41.314.044.01-2,41314044012,Dynamic Screw M1.4 L4.4mm 15N·cm,843567350541
41.314.044.02-2,41314044022,Dynamic Screw M1.4 L4.4mm 15N·cm,843567351054
41.314.045.01-2,41314045012,Dynamic Screw M1.4 L4.5mm 15N·cm,843656873203
41.314.050.02-2,41314050022,Dynamic Screw M1.4 L4.95mm 15N·cm,
41.314.052.01-2,41314052012,Dynamic Screw M1.4 L5.2mm 15N·cm,843656873152
41.314.064.01-2,41314064012,Dynamic Screw M1.4 L6.4mm 15N·cm,843656873153
41.314.064.02-2,41314064022,Dynamic Screw M1.4 L6.4mm 15N·cm,843656873337
41.314.067.01-2,41314067012,Dynamic Screw M1.4 L6.7mm 15N·cm,843656873154
41.314.067.02-2,41314067022,Dynamic Screw M1.4 L6.7mm 15N·cm,843656873235
41.314.070.01-2,41314070012,Dynamic Screw M1.4 L7.0mm 15N·cm,843656873206
41.314.074.01-2,41314074012,Dynamic Screw M1.4 L7.4mm 15N·cm,843656873155
41.314.076.01-2,41314076012,Dynamic Screw M1.4 L7.6mm 15N·cm,843656873227
41.314.080.01-2,41314080012,Dynamic Screw M1.4 L8.0mm 15N·cm,843656873341
41.314.084.01-2,41314084012,Dynamic Screw M1.4 L8.4mm 15N·cm,843656873333
41.316.079.02-2,41316079022,Dynamic Screw M1.6 (paso 0.25) L7.9mm 20N·cm,843656873342
41.316.108.01-2,41316108012,Dynamic Screw M1.6 L10.8mm 20N·cm,843656873975
41.316.115.01-2,41316115012,Dynamic Screw M1.6 L11.5mm 20N·cm,843656873346
41.316.124.01-2,41316124012,Dynamic Screw M1.6 L12.4mm 20N·cm,843656873719
41.316.132.01-2,41316132012,Dynamic Screw M1.6 L13.2mm 20N·cm,843656873727
41.316.044.01-2,41316044012,Dynamic Screw M1.6 L4.4mm 20N·cm,843656873156
41.316.048.01-2,41316048012,Dynamic Screw M1.6 L4.8mm 20N·cm,843656873350
41.316.048.02-2,41316048022,Dynamic Screw M1.6 L4.8mm 20N·cm,843656873438
41.316.055.01-2,41316055012,Dynamic Screw M1.6 L5.5mm 20N·cm,843656873216
41.316.059.01-2,41316059012,Dynamic Screw M1.6 L5.9mm 20N·cm,843656873157
41.316.064.01-2,41316064012,Dynamic Screw M1.6 L6.4mm 20N·cm,843656873577
41.316.064.02-2,41316064022,Dynamic Screw M1.6 L6.4mm 20N·cm,843567350522
41.316.066.01-2,41316066012,Dynamic Screw M1.6 L6.6mm 20N·cm,843656873351
41.316.071.01-2,41316071012,Dynamic Screw M1.6 L7.1mm 20N·cm,843656873158
41.316.073.01-2,41316073012,Dynamic Screw M1.6 L7.3mm 20N·cm,843656873160
41.316.074.01-2,41316074012,Dynamic Screw M1.6 L7.4mm 20N·cm,843656873161
41.316.076.01-2,41316076012,Dynamic Screw M1.6 L7.6mm 20N·cm,843656873162
41.316.078.01-2,41316078012,Dynamic Screw M1.6 L7.8mm 20N·cm,843656873163
41.316.078.02-2,41316078022,Dynamic Screw M1.6 L7.8mm 20N·cm,843567351330
41.316.079.01-2,41316079012,Dynamic Screw M1.6 L7.9mm 20N·cm,843656873332
41.316.080.01-2,41316080012,Dynamic Screw M1.6 L8.0mm 20N·cm,843656873217
41.316.081.01-2,41316081012,Dynamic Screw M1.6 L8.1mm 20N·cm,843656873164
41.316.082.01-1,41316082011,Dynamic Screw M1.6 L8.2mm 20N·cm,
41.316.082.01-2,41316082012,Dynamic Screw M1.6 L8.2mm 20N·cm,843567351080
41.316.084.01-2,41316084012,Dynamic Screw M1.6 L8.4mm 20N·cm,843656873165
41.316.084.02-2,41316084022,Dynamic Screw M1.6 L8.4mm 20N·cm,843656873334
41.316.086.01-2,41316086012,Dynamic Screw M1.6 L8.6mm 20N·cm,843656873343
41.316.088.01-2,41316088012,Dynamic Screw M1.6 L8.8mm 20N·cm,843656873896
41.316.094.01-2,41316094012,Dynamic Screw M1.6 L9.4mm 20N·cm,843656873166
41.316.094.02-2,41316094022,Dynamic Screw M1.6 L9.4mm 20N·cm,843656873338
41.318.035.01-2,41318035012,Dynamic Screw M1.8 L3.5mm 25N·cm,843656873218
41.318.043.01-2,41318043012,Dynamic Screw M1.8 L4.3mm 25N·cm,843656873349
41.318.044.01-2,41318044012,Dynamic Screw M1.8 L4.4mm 25N·cm,843656873169
41.318.045.01-2,41318045012,Dynamic Screw M1.8 L4.5mm 25N·cm,843656873170
41.318.048.01-2,41318048012,Dynamic Screw M1.8 L4.8mm 25N·cm,843656873171
41.318.051.01-2,41318051012,Dynamic Screw M1.8 L5.1mm 25N·cm,843656873172
41.318.051.02-2,41318051022,Dynamic Screw M1.8 L5.1mm 25N·cm,843656873234
41.318.055.01-2,41318055012,Dynamic Screw M1.8 L5.5mm 25N·cm,843567351294
41.318.064.01-2,41318064012,Dynamic Screw M1.8 L6.4mm 25N·cm,843656873174
41.318.065.01-2,41318065012,Dynamic Screw M1.8 L6.5mm 25N·cm,843656873175
41.318.067.01-2,41318067012,Dynamic Screw M1.8 L6.7mm 25N·cm,843656873177
41.318.068.01-2,41318068012,Dynamic Screw M1.8 L6.8mm 25N·cm,843656873178
41.318.071.01-2,41318071012,Dynamic Screw M1.8 L7.1mm 25N.cm,843656873204
41.318.074.01-2,41318074012,Dynamic Screw M1.8 L7.4mm 25N·cm,843656873179
41.318.075.01-2,41318075012,Dynamic Screw M1.8 L7.5mm 25N·cm,843656873180
41.318.076.01-2,41318076012,Dynamic Screw M1.8 L7.6mm 25N·cm,843656873181
41.318.077.02-2,41318077022,Dynamic Screw M1.8 L7.7mm 25N·cm,843656873347
41.318.079.01-2,41318079012,Dynamic Screw M1.8 L7.9mm 25N·cm,843567351206
41.318.083.01-2,41318083012,Dynamic Screw M1.8 L8.3mm 25N·cm,843656873335
41.320.117.01-2,41320117012,Dynamic Screw M2 L11.7mm 25N·cm,843656873976
41.320.125.01-2,41320125012,Dynamic Screw M2 L12.5mm 25N·cm,843656873326
41.320.129.01-2,41320129012,Dynamic Screw M2 L12.9mm 25N·cm,843567350501
41.320.137.01-2,41320137012,Dynamic Screw M2 L13.7mm 25N·cm,843656873345
41.320.044.01-2,41320044012,Dynamic Screw M2 L4.4mm 25N·cm,843656873214
41.320.047.01-2,41320047012,Dynamic Screw M2 L4.7mm 25N·cm,843656873183
41.320.048.01-2,41320048012,Dynamic Screw M2 L4.8mm 25N·cm,843656873187
41.320.050.01-2,41320050012,Dynamic Screw M2 L5.0mm 25N·cm,843656873189
41.320.051.01-2,41320051012,Dynamic Screw M2 L5.1mm 25N·cm,843656873190
41.320.060.01-2,41320060012,Dynamic Screw M2 L6.0mm 25N·cm,843656873191
41.320.065.01-2,41320065012,Dynamic Screw M2 L6.5mm 25N·cm,843656873192
41.320.067.01-2,41320067012,Dynamic Screw M2 L6.7mm 25N·cm,843656873194
41.320.068.01-2,41320068012,Dynamic Screw M2 L6.8mm 25N·cm,843656873195
41.320.070.01-2,41320070012,Dynamic Screw M2 L7.0mm 25N·cm,843656873196
41.320.071.01-2,41320071012,Dynamic Screw M2 L7.1mm 25N·cm,843567351152
41.320.074.01-2,41320074012,Dynamic Screw M2 L7.4mm 25N·cm,843656873197
41.320.075.01-2,41320075012,Dynamic Screw M2 L7.5mm 25N·cm,843656873198
41.320.079.01-2,41320079012,Dynamic Screw M2 L7.9mm 25N·cm,843656873199
41.320.081.01-1,41320081011,Dynamic Screw M2 L8.1mm 25N.cm,
41.320.081.01-2,41320081012,Dynamic Screw M2 L8.1mm 25N.cm,843567351078
41.320.082.01-2,41320082012,Dynamic Screw M2 L8.2mm 25N·cm,843656873200
41.320.090.01-2,41320090012,Dynamic Screw M2 L9.0mm 25N·cm,843656873201
41.320.094.01-2,41320094012,Dynamic Screw M2 L9.4mm 25N·cm,843656873202
41.320.094.02-2,41320094022,Dynamic Screw M2 L9.4mm 25N·cm,843656873336
41.325.054.01-2,41325054012,Dynamic Screw M2.5 L5.4mm 25N·cm,843656873184
41.325.067.01-2,41325067012,Dynamic Screw M2.5 L6.7mm 25N·cm,843656873185
41.315.078.01-2,41315078012,Dynamic Screw UNF0-80 L7.8mm 15N·cm,843656873856
41.317.106.01-2,41317106012,Dynamic Screw UNF1-72 L10.6mm 25N·cm,843656873721
41.317.040.01-2,41317040012,Dynamic Screw UNF1-72 L4.0mm 25N·cm,843656873348
41.317.041.01-2,41317041012,Dynamic Screw UNF1-72 L4.1mm 25N·cm,843656873960
41.317.052.01-1,41317052011,Dynamic Screw UNF1-72 L5.2mm 25N·cm,
41.317.065.01-2,41317065012,Dynamic Screw UNF1-72 L6.5mm 25N·cm,843656873207
41.317.070.01-2,41317070012,Dynamic Screw UNF1-72 L7.0mm 25N·cm,843656873232
41.317.071.02-2,41317071022,Dynamic Screw UNF1-72 L7.1mm 25N·cm,843656873339
41.317.071.01-2,41317071012,Dynamic Screw UNF1-72 L7.1mm 25N·cm,843656873167
41.317.072.01-2,41317072012,Dynamic Screw UNF1-72 L7.2mm 25N·cm,843567350588
41.317.073.01-2,41317073012,Dynamic Screw UNF1-72 L7.3mm 25N·cm,843656873168
41.317.080.01-1,41317080011,Dynamic Screw UNF1-72 L8.0mm 25N·cm,
41.317.080.01-2,41317080012,Dynamic Screw UNF1-72 L8.0mm 25N·cm,843567351079
40.316.003.05-1,40316003051,Screw Hex.1.20 M1.6 L9mm 20N·cm,
40.320.005.05-1,40320005051,Screw Hex.1.27 M2 L9mm 25N·cm,
40.318.013.01-2,40318013012,Screw Hex1.00 M1.8 L7.7mm 25N·cm,843656873708
40.314.014.01-2,40314014012,Screw Hex1.19 M1.4 L4.45mm 15N·cm,843656873809
40.316.014.01-2,40316014012,Screw Hex1.19 M1.6 L7.9mm 20N·cm,843656873808
40.312.003.01-2,40312003012,Screw Hex1.20 M1.2 L7.8mm 15N·cm,843656873705
40.314.003.04-2,40314003042,Screw Hex1.20 M1.4 L7.5mm 15N·cm,843656873812
40.314.003.03-2,40314003032,Screw Hex1.20 M1.4 L7.6mm 15N·cm,843656873706
40.316.003.02-2,40316003022,Screw Hex1.20 M1.6 L10.2mm 20N·cm,843656873695
40.316.003.01-2,40316003012,Screw Hex1.20 M1.6 L8.4mm 20N·cm,843656873415
40.318.003.01-2,40318003012,Screw Hex1.20 M1.8 L6.8mm 25N·cm,843656873641
40.318.003.02-2,40318003022,Screw Hex1.20 M1.8 L8.0mm 25N·cm,843656873701
40.320.003.01-2,40320003012,Screw Hex1.20 M2 L4.7mm 30N·cm,843656873642
40.320.003.05-2,40320003052,Screw Hex1.20 M2 L4.8mm 30N·cm,843656873817
40.320.003.02-2,40320003022,Screw Hex1.20 M2 L7.0mm 30N·cm,843656873446
40.320.003.03-2,40320003032,Screw Hex1.20 M2 L7.9mm 30N·cm,843656873658
40.320.003.04-2,40320003042,Screw Hex1.20 M2 L8.4mm 25N·cm,843656873674
40.314.004.01-2,40314004012,Screw Hex1.25 M1.4 L6.3mm 15N·cm,843656873696
40.314.004.02-2,40314004022,Screw Hex1.25 M1.4 L8.4mm 15N·cm,
40.316.004.03-2,40316004032,Screw Hex1.25 M1.6 L6.9mm 20N·cm,843656873819
40.316.004.01-2,40316004012,Screw Hex1.25 M1.6 L8.6mm 20N·cm,
40.316.004.02-2,40316004022,Screw Hex1.25 M1.6 L8.8mm 20N·cm,843656873813
40.318.004.01-2,40318004012,Screw Hex1.25 M1.8 L7.2mm 25N·cm,843656873645
40.318.004.03-2,40318004032,Screw Hex1.25 M1.8 L7.65mm 25N·cm,843656873702
40.314.005.02-2,40314005022,Screw Hex1.27 M1.4 L7.5mm 15N·cm,843656873806
40.314.005.01-2,40314005012,Screw Hex1.27 M1.4 L7.6mm 15N·cm,843656873646
40.316.005.04-2,40316005042,Screw Hex1.27 M1.6 L10.5mm 20N·cm,843656873329
40.316.005.06-2,40316005062,Screw Hex1.27 M1.6 L3.8mm 20N·cm,843656873699
40.316.005.01-2,40316005012,Screw Hex1.27 M1.6 L7.5mm 20N·cm,843656873647
40.316.005.05-2,40316005052,Screw Hex1.27 M1.6 L7.6mm 20N·cm,843656873698
40.316.005.02-2,40316005022,Screw Hex1.27 M1.6 L8.2mm 20N·cm,843656873328
40.316.005.07-2,40316005072,Screw Hex1.27 M1.6 L8.8mm 20N·cm,843656873816
40.316.005.08-2,40316005082,Screw Hex1.27 M1.6 L9.0mm 20N·cm,843656873818
40.318.005.01-2,40318005012,Screw Hex1.27 M1.8 L4.5mm 25N·cm,843656873648
40.318.005.02-2,40318005022,Screw Hex1.27 M1.8 L7.6mm 25N·cm,843656873649
40.320.005.03-2,40320005032,Screw Hex1.27 M2 L10.3mm 30N·cm,843656873639
40.320.005.04-2,40320005042,Screw Hex1.27 M2 L10.5mm 30N·cm,843656873643
40.320.005.01-2,40320005012,Screw Hex1.27 M2 L7.6mm 30N·cm,843656873650
40.317.005.02-2,40317005022,Screw Hex1.27 UNF1-72 L7.3mm 25N·cm,843656873815
40.317.005.01-2,40317005012,Screw Hex1.27 UNF1-72 L7.6mm 25N·cm,843656873697
40.317.004.01-2,40317004012,Screw Hex1.27 UNF1-72 L7.6mm 25N·cm,843656873325
40.318.006.01-2,40318006012,Screw Hex1.70 M1.8 L6.0mm 25N·cm,843656873651
40.314.012.01-2,40314012012,Screw Star1.50 M1.4 L4.5mm 15N·cm,843656873810
40.316.012.01-2,40316012012,Screw Star1.50 M1.6 L8.0mm 20N·cm,843656873700
40.318.012.01-2,40318012012,Screw Star1.50 M1.8 L7.25mm 25N·cm,843656873703
40.318.012.02-2,40318012022,Screw Star1.50 M1.8 L8.0mm 25N·cm,843656873704
40.314.007.01-2,40314007012,Screw Torx T6 M1.4 L4.0mm 15N·cm,843656873707
40.314.007.03-1,40314007031,Screw Torx T6 M1.4 L5.1mm 15N·cm,
40.314.007.02-2,40314007022,Screw Torx T6 M1.4 L7.0mm 15N·cm,843656873829
40.316.007.01-2,40316007012,Screw Torx T6 M1.6 L7.9mm 20N·cm,843656873358
40.318.007.01-2,40318007012,Screw Torx T6 M1.8 L9.1mm 25N·cm,
40.320.007.04-2,40320007042,Screw Torx T6 M2 L4.6mm 30N·cm,843656873814
40.320.007.01-2,40320007012,Screw Torx T6 M2 L6.7mm 30N·cm,843656873518
40.320.007.02-2,40320007022,Screw Torx T6 M2 L7.4mm 30N·cm,843656873644
40.320.007.03-2,40320007032,Screw Torx T6 M2 L7.4mm 30N·cm,843656873656
40.314.008.01-2,40314008012,Screw Unigrip M1.4 L3.6mm 15N·cm,843656873301
40.314.008.04-1,40314008041,Screw Unigrip M1.4 L4.8mm 15N·cm,
40.314.008.02-2,40314008022,Screw Unigrip M1.4 L6.7mm 15N·cm,843656873807
40.316.008.01-2,40316008012,Screw Unigrip M1.6 L7.0mm 20N·cm,843656873640
40.316.008.02-2,40316008022,Screw Unigrip M1.6 L7.3mm 20N·cm,843656873638
40.318.008.01-2,40318008012,Screw Unigrip M1.8 L8.3mm 25N·cm,843656873653
40.320.008.03-2,40320008032,Screw Unigrip M2 L10.0mm 30N·cm,843656873654
40.320.008.01-2,40320008012,Screw Unigrip M2 L7.0mm 30N·cm,843656873401
40.320.008.02-2,40320008022,Screw Unigrip M2 L7.3mm 30N·cm,843656873331
40.325.008.01-2,40325008012,Screw Unigrip M2.5 L7.0mm 25N·cm,843656873805
40.315.008.01-2,40315008012,Screw Unigrip UNF0-80 L8.3mm 15N·cm,
49.413.000.01-2,49413000012,Dynamic Screw Transfer L22mm,843567350619
