name,description,category,price,stock_quantity,reference,reference_num,ean13,price_match_type,price_reference,retail_name,compatibility_code,ref_segment_1,ref_segment_2,ref_segment_3,ref_segment_4,ref_check_digit,options,generated_description,system_categories,active_system_categories,primary_system_category,is_active_from_categories
Adaptor IO G3 TB. Comp.0121. 5N·cm,,,,0,50.313.121.03-2,50313121032,843656873888,none,,,121,50,313,121,03,2,45º|25º|1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;12,Referenčný kód: 50.313.121.03-2 | Systém: CAMLOG | Parametre: 45º|25º|1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;12,CAMLOG,CAMLOG,CAMLOG,1
Adaptor IO HA. Comp.0002. 5N·cm,,,,0,50.313.002.01-2,50313002012,843567350026,none,,,002,50,313,002,01,2,"45º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;10;3;1;2;4;45º|1,6|0,35|20|7|2,79|4,86|5,44;1,6|0,35|20|9,3|3,3|7,3|2|2,3;45º|72|0,353|25|8,17|3|5,31|5,87;45º|1,8|0,35|25|7|3,2|5,2|2,5","Referenčný kód: 50.313.002.01-2 | Systém: BIOMET 3L | Parametre: 45º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;10;3;1;2;4;45º|1,6|0,35|20|7|2,79|4,86|5,44;1,6|0,35|20|9,3|3,3|7,3|2|2,3;45º|72|0,353|25|8,17|3|5,31|5,87;45º|1,8|0,35|25|7|3,2|5,2|2,5",BIOMET 3L,,BIOMET 3L,0
Adaptor IO HA. Comp.0007. 5N·cm,,,,0,50.313.007.01-2,50313007012,843567350073,none,,,007,50,313,007,01,2,"38º|17º|1,5;25º|12º|2;25º|3;25º|20º|10º|1.5;3;1;2;4;1,5|2,9;2,5|3,9;4,5|5,9;1,20","Referenčný kód: 50.313.007.01-2 | Systém: ASTRA | Parametre: 38º|17º|1,5;25º|12º|2;25º|3;25º|20º|10º|1.5;3;1;2;4;1,5|2,9;2,5|3,9;4,5|5,9;1,20",ASTRA,ASTRA,ASTRA,1
Adaptor IO HA. Comp.0022. 5N·cm,,,,0,50.313.022.01-2,50313022012,843656873542,none,,,022,50,313,022,01,2,"40º|19º|1,3;25º|14º|2;20º|30º|3;15º|30º|4;15º|20º;30º|25º|10º|1,3;20º|10º|3;3;1;2;4;1,5|2,9|3,5|5,4","Referenčný kód: 50.313.022.01-2 | Systém: ALFA-GATE | Parametre: 40º|19º|1,3;25º|14º|2;20º|30º|3;15º|30º|4;15º|20º;30º|25º|10º|1,3;20º|10º|3;3;1;2;4;1,5|2,9|3,5|5,4",ADIN;ALFA-GATE;HAHN IMPLANT (GLIDEWELL);HI-TEC;IMPLANT DIRECT;JDENTALCARE;NOBEL BIOCARE;REFLECT;YOUSE IMPLANTS (SWEDEN & MARTINA GROUP),ALFA-GATE;IMPLANT DIRECT;JDENTALCARE;NOBEL BIOCARE,ALFA-GATE,1
Adaptor IO HA. Comp.0030. 5N·cm,,,,0,50.313.030.01-2,50313030012,843656873454,none,,,030,50,313,030,01,2,"42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5","Referenčný kód: 50.313.030.01-2 | Systém: BIOCONCEPT | Parametre: 42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5",BIOCONCEPT;BIOTEM;COLLELMEDI;DENTEM;DENTIS;DENTIUM;DIO IMPLANTS;EASY IMPLANT;F&B IMPLANT (FIT & BRILLIANT);IBS;IDO IMPLANTS;IMPLANTSWISS;MEGADENT;NEOBIOTECH;OSSTEM IMPLANT;POINT IMPLANT;SEWON MEDIX;YES IMPLANT,BIOCONCEPT;DENTIS;DENTIUM;DIO IMPLANTS;IDO IMPLANTS;IMPLANTSWISS;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Adaptor IO HA. Comp.0057. 5N·cm,,,,0,50.314.057.01-2,50314057012,843567350244,none,,,057,50,314,057,01,2,"45º|27º|0,5;10;3|34.614|057.01|2","Referenčný kód: 50.314.057.01-2 | Systém: BIOMET 3L | Parametre: 45º|27º|0,5;10;3|34.614|057.01|2",BIOMET 3L,,BIOMET 3L,0
Adaptor IO HB. Comp.0005. 5N·cm,,,,0,50.314.005.01-2,50314005012,843567350061,none,,,005,50,314,005,01,2,"1.27;38º|23º|1;25º|15º|2;20º|3;15º|4;25º|20º|10º|1;3;1,27;45º|1,4|0,3|15|7,6|3,6|5,21|6;45º|1,4|0,3|15|7,5|2,4|5,5|5,7;45º|1,4|0,3|15|4|1,7|2,25|1,75;45º|1,6|0,35|20|7,5|3,6|5,44|5,9","Referenčný kód: 50.314.005.01-2 | Systém: ASTRA | Parametre: 1.27;38º|23º|1;25º|15º|2;20º|3;15º|4;25º|20º|10º|1;3;1,27;45º|1,4|0,3|15|7,6|3,6|5,21|6;45º|1,4|0,3|15|7,5|2,4|5,5|5,7;45º|1,4|0,3|15|4|1,7|2,25|1,75;45º|1,6|0,35|20|7,5|3,6|5,44|5,9",ASTRA;BIOGENESIS;CORTEX;GT MEDICAL;MOZO-GRAU (TICARE);MPI;REFLECT;SIGNO VINCES;PROCLINIC;SOUTHERN IMPLANTS;TITANIUM-FIX;UFIT,ASTRA;BIOGENESIS;CORTEX;GT MEDICAL;SOUTHERN IMPLANTS;UFIT,ASTRA,1
Adaptor IO HB. Comp.0018. 5N·cm,,,,0,50.314.018.01-2,50314018012,843567350301,none,,,018,50,314,018,01,2,"39º|18º|1,2;3","Referenčný kód: 50.314.018.01-2 | Systém: MIS | Parametre: 39º|18º|1,2;3",MIS,MIS,MIS,1
Adaptor IO HC. Comp.0001. 5N·cm,,,,0,50.312.001.01-2,50312001012,843656873481,none,,,001,50,312,001,01,2,"43º|29º|0,3;25º|22º|1,2;25º|2;20º|3;25º|20º|10º|0,3;25º|20º|10º|2;3;1;2;4","Referenčný kód: 50.312.001.01-2 | Systém: BIOMET 3L | Parametre: 43º|29º|0,3;25º|22º|1,2;25º|2;20º|3;25º|20º|10º|0,3;25º|20º|10º|2;3;1;2;4",BIOMET 3L,,BIOMET 3L,0
Adaptor IO HC. Comp.0004. 5N·cm,,,,0,50.313.004.01-2,50313004012,843567350097,none,,,004,50,313,004,01,2,"45º|29º|1;30º|20º|2;25º|3;20º|25º|4;25º|20º|10º|1;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9","Referenčný kód: 50.313.004.01-2 | Systém: ASTRA | Parametre: 45º|29º|1;30º|20º|2;25º|3;20º|25º|4;25º|20º|10º|1;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9",ASTRA;CORTEX;EASY IMPLANTS;EUROTEKNIKA;GALIMPLANT;IMPLANTSWISS;MOZO-GRAU (TICARE);MPI;PROCLINIC;REFLECT;SIGNO VINCES;SOUTHERN IMPLANTS;TITANIUM-FIX;UFIT;WARANTEC (ONEPLANT);ZIACOM,ASTRA;CORTEX;EUROTEKNIKA;IMPLANTSWISS;SOUTHERN IMPLANTS;UFIT,ASTRA,1
Adaptor IO HC. Comp.0023. 5N·cm,,,,0,50.312.023.01-2,50312023012,843567350079,none,,,023,50,312,023,01,2,"45º|30º|0,3;3","Referenčný kód: 50.312.023.01-2 | Systém: BIOGENESIS | Parametre: 45º|30º|0,3;3",AVINENT;BIOGENESIS;BIOHORIZONS;DENTIS;DIO IMPLANT;GT MEDICAL;KLOCKNER;MEGAGEN;NEOBIOTECH;NOBEL BIOCARE;OSSTEM IMPLANT;RADHEX;STERI-OSS;TBR;TREE-OSS,BIOGENESIS;BIOHORIZONS;DENTIS;GT MEDICAL;KLOCKNER;MEGAGEN;NEOBIOTECH;NOBEL BIOCARE;OSSTEM IMPLANT,BIOGENESIS,1
Adaptor IO HC. Comp.0029. 5N·cm,,,,0,50.312.029.01-2,50312029012,843567350115,none,,,029,50,312,029,01,2,"30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9","Referenčný kód: 50.312.029.01-2 | Systém: BIOCONCEPT | Parametre: 30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9",BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT;PALTOP;SEWON MEDIX,BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Adaptor IO HC. Comp.0038. 5N·cm,,,,0,50.312.038.01-2,50312038012,843567350108,none,,,038,50,312,038,01,2,"45º|29º|0,7;30º|25º|10º|0,7;3;70º|45º|2|3,81|2,35|2,42|1,39|1,70","Referenčný kód: 50.312.038.01-2 | Systém: XIVE | Parametre: 45º|29º|0,7;30º|25º|10º|0,7;3;70º|45º|2|3,81|2,35|2,42|1,39|1,70",XIVE,XIVE,XIVE,1
Adaptor IO HC. Comp.0083. 5N·cm,,,,0,50.313.083.01-2,50313083012,843567350214,none,,,083,50,313,083,01,2,"45º|25º|1,2;3;1;2;4;24;60º|45º|1,8|25|8,3|4,25|6,79|6,95","Referenčný kód: 50.313.083.01-2 | Systém: KLOCKNER | Parametre: 45º|25º|1,2;3;1;2;4;24;60º|45º|1,8|25|8,3|4,25|6,79|6,95",KLOCKNER,KLOCKNER,KLOCKNER,1
Adaptor IO HD. Comp.0003. 5N·cm,,,,0,50.312.003.01-2,50312003012,843567350186,none,,,003,50,312,003,01,2,"1.20;45º|30º|0,3;25º|30º|0,5;30º|25º|15º|1;3;1,20;45º|1,2|0,25|15|7,85|2,7|6,2|6,55;45º|1,4|0,3|15|3,9|1,91|2,1|1,8;45º|1,4|0,3|15|4|2|2,2|1,8;45º|1,4|0,3|15|7,6|2,4|6,05|6,3;45º|1,4|0,3|15|7,5|2,5|5,45|5,7;30º|1,4|0,3|15|5,3|1,34|3,7|1,6","Referenčný kód: 50.312.003.01-2 | Systém: BTK | Parametre: 1.20;45º|30º|0,3;25º|30º|0,5;30º|25º|15º|1;3;1,20;45º|1,2|0,25|15|7,85|2,7|6,2|6,55;45º|1,4|0,3|15|3,9|1,91|2,1|1,8;45º|1,4|0,3|15|4|2|2,2|1,8;45º|1,4|0,3|15|7,6|2,4|6,05|6,3;45º|1,4|0,3|15|7,5|2,5|5,45|5,7;30º|1,4|0,3|15|5,3|1,34|3,7|1,6",BIOMET 3L;BIOLOK;BTK;EASY IMPLANT;MICRODENT;MOZO-GRAU (TICARE);SOUTHERN IMPLANTS,BTK;MICRODENT;SOUTHERN IMPLANTS,BTK,1
Adaptor IO HD. Comp.0015. 5N·cm,,,,0,50.313.015.01-2,50313015012,843656873590,none,,,015,50,313,015,01,2,"43º|23º|1,7;25º|15º|2,5;25º|3;20º|4;15º|5;30º|25º|20º|1;30º|25º|10º|1,7;25º|20º|10º|2,5;25º|20º|10º|3,5;3;1;2","Referenčný kód: 50.313.015.01-2 | Systém: JDENTALCARE | Parametre: 43º|23º|1,7;25º|15º|2,5;25º|3;20º|4;15º|5;30º|25º|20º|1;30º|25º|10º|1,7;25º|20º|10º|2,5;25º|20º|10º|3,5;3;1;2",OXY;JDENTALCARE;MEGAGEN,JDENTALCARE;MEGAGEN,JDENTALCARE,1
Adaptor IO HD. Comp.0031.5N·cm,,,,0,50.311.031.01-2,50311031012,843567350090,none,,,031,50,311,031,01,2,,Referenčný kód: 50.311.031.01-2,,,,0
Adaptor IO HE. Comp.0019. 5N·cm,,,,0,50.312.019.01-2,50312019012,843656873914,none,,,019,50,312,019,01,2,"45º|30º|0,8;3;1","Referenčný kód: 50.312.019.01-2 | Systém: MIS | Parametre: 45º|30º|0,8;3;1",MIS,MIS,MIS,1
Adaptor IO HE. Comp.0044. 5N·cm,,,,0,50.312.044.01-2,50312044012,843567350403,none,,,044,50,312,044,01,2,"24;42º|23º|1;25º|2;25º|20º|10º|1;3;60º|45º|1,4|15|4,4|2,15|2,73|3;1,8|25|4,4|2,75|3|1,4|2,3|1,70;45º|2|25|4,4|2,45|2,95|3,1|1,3","Referenčný kód: 50.312.044.01-2 | Systém: KEYSTONE | Parametre: 24;42º|23º|1;25º|2;25º|20º|10º|1;3;60º|45º|1,4|15|4,4|2,15|2,73|3;1,8|25|4,4|2,75|3|1,4|2,3|1,70;45º|2|25|4,4|2,45|2,95|3,1|1,3",KEYSTONE,KEYSTONE,KEYSTONE,1
Adaptor IO HE. Comp.0063. 5N·cm,,,,0,50.312.063.01-2,50312063012,,none,,,063,50,312,063,01,2,,Referenčný kód: 50.312.063.01-2,,,,0
Adaptor IO HE. Comp.0082. 5N·cm,,,,0,50.312.082.01-2,50312082012,843567350208,none,,,082,50,312,082,01,2,"45º|25º|1,2;3;1;2;4;2|25|8,2|4,7|6,7|1,5|2,4|1,70","Referenčný kód: 50.312.082.01-2 | Systém: KLOCKNER | Parametre: 45º|25º|1,2;3;1;2;4;2|25|8,2|4,7|6,7|1,5|2,4|1,70",KLOCKNER,KLOCKNER,KLOCKNER,1
Adaptor IO HF. Comp.0008. 5N·cm,,,,0,50.313.008.01-2,50313008012,843567350085,none,,,008,50,313,008,01,2,"45º|30º|0,5;25º|20º|10º|0.5;8;3;45º|1,4|0,3|15|3,6|1,8|2,1|1,5;45º|1,4|0,3|15|6,7|2,5|4,87|5,3;45º|1,4|0,3|15|6,65|1,6|3,65|5,75;45º|1,4|0,3|15|4,8|1,1|3,05|3,6;45º|80|0,317|15|8,3|2,45|5,79|5,95;45º|1,6|0,35|20|7,3|2,7|5,15|5,9;45º|1,6|0,35|20|8,5|6,46|7|1,5;45º|1,8|0,35|25|8,3|2,5|6,5|2,45","Referenčný kód: 50.313.008.01-2 | Systém: ASTRA | Parametre: 45º|30º|0,5;25º|20º|10º|0.5;8;3;45º|1,4|0,3|15|3,6|1,8|2,1|1,5;45º|1,4|0,3|15|6,7|2,5|4,87|5,3;45º|1,4|0,3|15|6,65|1,6|3,65|5,75;45º|1,4|0,3|15|4,8|1,1|3,05|3,6;45º|80|0,317|15|8,3|2,45|5,79|5,95;45º|1,6|0,35|20|7,3|2,7|5,15|5,9;45º|1,6|0,35|20|8,5|6,46|7|1,5;45º|1,8|0,35|25|8,3|2,5|6,5|2,45",ASTRA,ASTRA,ASTRA,1
Adaptor IO HG. Comp.0009. 5N·cm,,,,0,50.312.009.01-2,50312009012,843567350091,none,,,009,50,312,009,01,2,"45º|25º|0,3;25º|0,5;25º|1;3","Referenčný kód: 50.312.009.01-2 | Systém: BTI | Parametre: 45º|25º|0,3;25º|0,5;25º|1;3",BTI;MPI;OSTEOPLUS;PROCLINIC,BTI,BTI,1
Adaptor IO HG. Comp.0039. 5N·cm,,,,0,50.313.039.01-2,50313039012,843567350122,none,,,039,50,313,039,01,2,"24;45º|29º|0,7;25º|2;30º|25º|10º|0,7;3;1;45º|1,4|15|3,9|1,8|2,1|2,4|1,70;60º|45º|2|3,9|1,9|2,41|2,5|1,4","Referenčný kód: 50.313.039.01-2 | Systém: XIVE | Parametre: 24;45º|29º|0,7;25º|2;30º|25º|10º|0,7;3;1;45º|1,4|15|3,9|1,8|2,1|2,4|1,70;60º|45º|2|3,9|1,9|2,41|2,5|1,4",SIN IMPLANTS;XIVE,XIVE,XIVE,1
Adaptor IO HG. Comp.0187. 5N·cm,,,,0,50.312.187.01-2,50312187012,843567350116,none,,,187,50,312,187,01,2,3,Referenčný kód: 50.312.187.01-2 | Systém: BEGO | Parametre: 3,BEGO,BEGO,BEGO,1
"Adaptor IO HI. Comp.0085, 0086. 5N·cm",,,,0,50.314.085.01-2,50314085012,843567350144,none,,,085,50,314,085,01,2,"45º|30º|0,3;30º|25º|20º|0,3;3","Referenčný kód: 50.314.085.01-2 | Systém: XIVE | Parametre: 45º|30º|0,3;30º|25º|20º|0,3;3",XIVE,XIVE,XIVE,1
Adaptor IO HI. Comp.0125. 5N·cm,,,,0,50.313.125.01-2,50313125012,843656873519,none,,,125,50,313,125,01,2,"10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9","Referenčný kód: 50.313.125.01-2 | Systém: MEDENTIS | Parametre: 10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9",MEDENTIS,MEDENTIS,MEDENTIS,1
Adaptor IO HI. Comp.0169.5N·cm,,,,0,50.312.169.01-2,50312169012,843567350396,none,,,169,50,312,169,01,2,"45º|29º|0,6;25º|15º|1,5;20º|3;30º|25º|15º|1,5;25º|20º|15º|3;12;3;1;2;4;1,5|2,9;2,5|3,9","Referenčný kód: 50.312.169.01-2 | Systém: ALPHABIO | Parametre: 45º|29º|0,6;25º|15º|1,5;20º|3;30º|25º|15º|1,5;25º|20º|15º|3;12;3;1;2;4;1,5|2,9;2,5|3,9",ALPHABIO,ALPHABIO,ALPHABIO,1
Adaptor IO HJ. Comp.0045. 5N·cm,,,,0,50.313.045.01-2,50313045012,843567350006,none,,,045,50,313,045,01,2,"24;43º|22º|1;25º|2;25º|20º|10º|1;3;70º|45º|1,8|25|4,5|2,3|2,81|2,9","Referenčný kód: 50.313.045.01-2 | Systém: KEYSTONE | Parametre: 24;43º|22º|1;25º|2;25º|20º|10º|1;3;70º|45º|1,8|25|4,5|2,3|2,81|2,9",KEYSTONE,KEYSTONE,KEYSTONE,1
Adaptor IO HJ. Comp.0051. 5N·cm,,,,0,50.313.051.01-2,50313051012,843656873897,none,,,051,50,313,051,01,2,"24;45º|27º|0,5;25º|2;25º|20º|15º|2;45º|25º|0,5;12;3;60º|45º|1,8|25|5,1|2,7|3,55|3,7;2|25|5,1|3,1|3,6|1,5|2,3|1,70;45º|1,8|25|5,1|2,7|3,38|3,65|1,45","Referenčný kód: 50.313.051.01-2 | Systém: BEGO | Parametre: 24;45º|27º|0,5;25º|2;25º|20º|15º|2;45º|25º|0,5;12;3;60º|45º|1,8|25|5,1|2,7|3,55|3,7;2|25|5,1|3,1|3,6|1,5|2,3|1,70;45º|1,8|25|5,1|2,7|3,38|3,65|1,45",BEGO,BEGO,BEGO,1
Adaptor IO HJ. Comp.0058. 5N·cm,,,,0,50.314.058.01-2,50314058012,843567350389,none,,,058,50,314,058,01,2,"45º|30º|0,5;3|34.614|058.01|2","Referenčný kód: 50.314.058.01-2 | Systém: ACE | Parametre: 45º|30º|0,5;3|34.614|058.01|2",ACE;ANTHOGYR;B&W;BIOGENESIS;BIOMET 3L;BIONER;EASY IMPLANT;LEADER;MEGAGEN;MICRODENT;MISS;MPI;OSSTEM IMPLANT;PROCLINIC;SIN IMPLANTS;SOUTHERN IMPLANTS;TBR,ACE;ANTHOGYR;BIOGENESIS;MEGAGEN;MICRODENT;OSSTEM IMPLANT;SOUTHERN IMPLANTS,ACE,1
Adaptor IO HK. Comp.0032. 5N·cm,,,,0,50.312.032.01-2,50312032012,843567350104,none,,,032,50,312,032,01,2,,Referenčný kód: 50.312.032.01-2,,,,0
Adaptor IO HL. Comp.0065. 5N·cm,,,,0,50.313.065.01-2,50313065012,843567350140,none,,,065,50,313,065,01,2,"24;45º|72|25|6,5|2,4|4,7|5,18|1,33;1,8|25|6,5|2,83|5|1,5|2,3|1,70;45º|2|25|6,5|2,7|5|1,5|2,3","Referenčný kód: 50.313.065.01-2 | Parametre: 24;45º|72|25|6,5|2,4|4,7|5,18|1,33;1,8|25|6,5|2,83|5|1,5|2,3|1,70;45º|2|25|6,5|2,7|5|1,5|2,3",,,,0
Adaptor IO HM. Comp.0060. 5N·cm,,,,0,50.314.060.01-2,50314060012,843567350262,none,,,060,50,314,060,01,2,"24;45º|30º|0,5;10;3|34.614|060.01|2;2|25|6|2,7|4,5|1,5|2,3|1,70","Referenčný kód: 50.314.060.01-2 | Systém: BTI | Parametre: 24;45º|30º|0,5;10;3|34.614|060.01|2;2|25|6|2,7|4,5|1,5|2,3|1,70",BTI;PHIBO,BTI;PHIBO,BTI,1
"Adaptor IO HN. Comp.0047, 0048. 5N·cm",,,,0,50.312.047.01-2,50312047012,843567350064,none,,,047,50,312,047,01,2,"45º|30º|0,6;30º|25º|20º|0,6;10;3;24;2|25|4,7|3|3,3|1,4|2,3|1,70","Referenčný kód: 50.312.047.01-2 | Systém: NEOSS | Parametre: 45º|30º|0,6;30º|25º|20º|0,6;10;3;24;2|25|4,7|3|3,3|1,4|2,3|1,70",NEOSS,NEOSS,NEOSS,1
Adaptor IO HN. Comp.0151. 5N·cm,,,,0,50.313.151.01-2,50313151012,843567350266,none,,,151,50,313,151,01,2,9;3,Referenčný kód: 50.313.151.01-2 | Systém: BTI | Parametre: 9;3,BTI,BTI,BTI,1
Adaptor IO HO. Comp.0080. 5N·cm,,,,0,50.314.080.01-2,50314080012,843567350280,none,,,080,50,314,080,01,2,"45º|30º|0,4;3;24;15º|45º|1,4|15|8|2,1|4,96|6,8;60º|45º|1,6|20|8|3|6,3|6,51;45º|1,8|25|8|4|6,5|1,5|2,3","Referenčný kód: 50.314.080.01-2 | Systém: BIOHORIZONS | Parametre: 45º|30º|0,4;3;24;15º|45º|1,4|15|8|2,1|4,96|6,8;60º|45º|1,6|20|8|3|6,3|6,51;45º|1,8|25|8|4|6,5|1,5|2,3",BIOHORIZONS;ZIACON;ZIMMER,BIOHORIZONS;ZIMMER,BIOHORIZONS,1
Adaptor IO HP. Comp.0046. 5N·cm,,,,0,50.314.046.01-2,50314046012,843567350012,none,,,046,50,314,046,01,2,"42º|21º|1;30º|20º|10º|1;10;3;24;35º|45º|1,4|15|4,6|2,5|3,17|1,43","Referenčný kód: 50.314.046.01-2 | Systém: KEYSTONE | Parametre: 42º|21º|1;30º|20º|10º|1;10;3;24;35º|45º|1,4|15|4,6|2,5|3,17|1,43",KEYSTONE,KEYSTONE,KEYSTONE,1
Adaptor IO HP. Comp.0061. 5N·cm,,,,0,50.314.061.01-2,50314061012,843567350284,none,,,061,50,314,061,01,2,"45º|30º|0,6;10;3|34.614|061.01|2","Referenčný kód: 50.314.061.01-2 | Systém: DENTIS | Parametre: 45º|30º|0,6;10;3|34.614|061.01|2",AVINENT;COLLELMEDI;DENTIS;DIO IMPLANTS;GMI (ILERIMPLANT);GT MEDICAL;KEYSTONE;KLOCKNER;MOZO-GRAU (TICARE);NOBEL BIOCARE;OSSTEM IMPLANT;TREE-OSS,DENTIS;DIO IMPLANTS;GT MEDICAL;KEYSTONE;KLOCKNER;NOBEL BIOCARE;OSSTEM IMPLANT,DENTIS,1
Adaptor IO HP. Comp.0124. 5N·cm,,,,0,50.314.124.01-2,50314124012,843567350319,none,,,124,50,314,124,01,2,"24;10;12;42º|19º|1,4;3;15º|45º|1,6|20|12,4|2,2|5,55|7,05","Referenčný kód: 50.314.124.01-2 | Systém: NOBEL BIOCARE | Parametre: 24;10;12;42º|19º|1,4;3;15º|45º|1,6|20|12,4|2,2|5,55|7,05",HAHN IMPLANT (GLIDEWELL);NOBEL BIOCARE,NOBEL BIOCARE,NOBEL BIOCARE,1
Adaptor IO HR. Comp.0081.5N·cm,,,,0,50.315.081.01-2,50315081012,843567350355,none,,,081,50,315,081,01,2,"24;41º|18º|0,4;45º|1,6|20|8,1|3|6,35|6,73|1,37;65º|45º|2|8,1|4,6|5,53|5,8|2,3","Referenčný kód: 50.315.081.01-2 | Systém: BEGO | Parametre: 24;41º|18º|0,4;45º|1,6|20|8,1|3|6,35|6,73|1,37;65º|45º|2|8,1|4,6|5,53|5,8|2,3",BEGO,BEGO,BEGO,1
Adaptor IO HT. Comp.0092. 5N·cm,,,,0,50.315.092.01-2,50315092012,843567350183,none,,,092,50,315,092,01,2,45º|25º|1;25º|2;20º|3;30º|25º|15º|1;3,Referenčný kód: 50.315.092.01-2 | Systém: ASTRA | Parametre: 45º|25º|1;25º|2;20º|3;30º|25º|15º|1;3,ASTRA,ASTRA,ASTRA,1
Adaptor IO MA. Comp.0025. 5N·cm,,,,0,50.313.025.01-2,50313025012,843656873399,none,,,025,50,313,025,01,2,"45º|30º|0,3;30º|25º|10º|0,3;3","Referenčný kód: 50.313.025.01-2 | Systém: ACE | Parametre: 45º|30º|0,3;30º|25º|10º|0,3;3",AB;ACE;ADIN;AVINENT;BIOHORIZONS;BIOMET 3L;BIONER;CORTEX;EASY IMPLANT;EOROTEKNIKA;GALIMPLANT;GMI (ILERPLANT);HAHN IMPLANT (GLIDEWELL);IMPLANTSWISS;JDENTALCARE;MEDINTAKA;MEGAGEN;NEOBITOTECH;NEODENT;OSSTEM IMPLANT;SEWON MEDIX;SIN IMPLANTS;TREE-OSS;WIN,ACE;BIOHORIZONS;CORTEX;IMPLANTSWISS;JDENTALCARE;MEGAGEN;NEODENT;OSSTEM IMPLANT,ACE,1
Adaptor IO MB. Comp.0020. 5N·cm,,,,0,50.313.020.01-2,50313020012,843567350145,none,,,020,50,313,020,01,2,"45º|30º|0,6;8;3","Referenčný kód: 50.313.020.01-2 | Systém: MIS | Parametre: 45º|30º|0,6;8;3",MIS,MIS,MIS,1
Adaptor IO MB. Comp.0025. 5N·cm,,,,0,50.313.025.02-2,50313025022,843656873355,none,,,025,50,313,025,02,2,"45º|30º|0,3;30º|25º|10º|0,3;3","Referenčný kód: 50.313.025.02-2 | Systém: ACE | Parametre: 45º|30º|0,3;30º|25º|10º|0,3;3",AB;ACE;ADIN;AVINENT;BIOHORIZONS;BIOMET 3L;BIONER;CORTEX;EASY IMPLANT;EOROTEKNIKA;GALIMPLANT;GMI (ILERPLANT);HAHN IMPLANT (GLIDEWELL);IMPLANTSWISS;JDENTALCARE;MEDINTAKA;MEGAGEN;NEOBITOTECH;NEODENT;OSSTEM IMPLANT;SEWON MEDIX;SIN IMPLANTS;TREE-OSS;WIN,ACE;BIOHORIZONS;CORTEX;IMPLANTSWISS;JDENTALCARE;MEGAGEN;NEODENT;OSSTEM IMPLANT,ACE,1
Adaptor IO MB. Comp.0163. 5N·cm,,,,0,50.313.163.01-2,50313163012,843656873557,none,,,163,50,313,163,01,2,"45º|30º|0,5;8;3","Referenčný kód: 50.313.163.01-2 | Systém: ANTHOGYR | Parametre: 45º|30º|0,5;8;3",ANTHOGYR,ANTHOGYR,ANTHOGYR,1
Adaptor IO MB. Comp.0181. 5N·cm,,,,0,50.312.181.01-2,50312181012,843567350164,none,,,181,50,312,181,01,2,"45º|0,4;30º|20º|0,4;8;3","Referenčný kód: 50.312.181.01-2 | Systém: PALTOP | Parametre: 45º|0,4;30º|20º|0,4;8;3",PALTOP;SURCAM DENTAL,,PALTOP,0
Adaptor IO MB. Comp.0205. 5N·cm,,,,0,50.312.205.01-2,50312205012,843656873490,none,,,205,50,312,205,01,2,"45º|0,3;8;3","Referenčný kód: 50.312.205.01-2 | Systém: ZIMMER | Parametre: 45º|0,3;8;3",ZIACOM;ZIMMER,ZIMMER,ZIMMER,1
Adaptor IO MD. Comp.0183. 5N·cm,,,,0,50.312.183.01-2,50312183012,843656873436,none,,,183,50,312,183,01,2,"45º|0,5;8;3","Referenčný kód: 50.312.183.01-2 | Systém: ANKLYOS | Parametre: 45º|0,5;8;3",ANKLYOS,,ANKLYOS,0
