name,description,category,price,stock_quantity,reference,reference_num,ean13,price_match_type,price_reference,retail_name,compatibility_code,ref_segment_1,ref_segment_2,ref_segment_3,ref_segment_4,ref_check_digit,options,generated_description,system_categories,active_system_categories,primary_system_category,is_active_from_categories
Digital analog. Comp.0151,,,,0,34.613.151.01-2,34613151012,843567350192,none,,,151,34,613,151,01,2,9;3,Referenčný kód: 34.613.151.01-2 | Systém: BTI | Parametre: 9;3,BTI,BTI,BTI,1
Digital analog. Comp.0152,,,,0,34.610.152.01-2,34610152012,843567350470,none,,,152,34,610,152,01,2,,Referenčný kód: 34.610.152.01-2,,,,0
Digital analog. Comp.0159,,,,0,34.610.159.01-2,34610159012,843567350112,none,,,159,34,610,159,01,2,"41º|17º|1,5;10;3;1;2;4","Referenčný kód: 34.610.159.01-2 | Systém: NOBEL BIOCARE | Parametre: 41º|17º|1,5;10;3;1;2;4",HAHN IMPLANT (GLIDEWELL);NOBEL BIOCARE;REFLECT,NOBEL BIOCARE,NOBEL BIOCARE,1
Digital analog. Comp.0160,,,,0,34.610.160.01-2,34610160012,843567350136,none,,,160,34,610,160,01,2,"45º|30º|0,5;10;3|22.610|160.01","Referenčný kód: 34.610.160.01-2 | Systém: STRAUMANN | Parametre: 45º|30º|0,5;10;3|22.610|160.01",STRAUMANN,STRAUMANN,STRAUMANN,1
Digital analog. Comp.0163,,,,0,34.613.163.01-2,34613163012,843567350359,none,,,163,34,613,163,01,2,"45º|30º|0,5;8;3","Referenčný kód: 34.613.163.01-2 | Systém: ANTHOGYR | Parametre: 45º|30º|0,5;8;3",ANTHOGYR,ANTHOGYR,ANTHOGYR,1
Digital analog. Comp.0164,,,,0,34.610.164.01-2,34610164012,843656873477,none,,,164,34,610,164,01,2,,Referenčný kód: 34.610.164.01-2,,,,0
Digital analog. Comp.0165,,,,0,34.613.165.01-2,34613165012,843567350390,none,,,165,34,613,165,01,2,,Referenčný kód: 34.613.165.01-2,,,,0
Digital analog. Comp.0166,,,,0,34.610.166.01-2,34610166012,843567350309,none,,,166,34,610,166,01,2,"45º|30º|0,9;10;3","Referenčný kód: 34.610.166.01-2 | Systém: LASAK | Parametre: 45º|30º|0,9;10;3",KUWOTECH;LASAK,LASAK,LASAK,1
Digital analog. Comp.0167,,,,0,34.613.167.01-2,34613167012,843567350325,none,,,167,34,613,167,01,2,"43º|30º|0,9;3","Referenčný kód: 34.613.167.01-2 | Systém: LASAK | Parametre: 43º|30º|0,9;3",KUWOTECH;LASAK,LASAK,LASAK,1
Digital analog. Comp.0169,,,,0,34.612.169.01-2,34612169012,843567350365,none,,,169,34,612,169,01,2,"45º|29º|0,6;25º|15º|1,5;20º|3;30º|25º|15º|1,5;25º|20º|15º|3;12;3;1;2;4;1,5|2,9;2,5|3,9","Referenčný kód: 34.612.169.01-2 | Systém: ALPHABIO | Parametre: 45º|29º|0,6;25º|15º|1,5;20º|3;30º|25º|15º|1,5;25º|20º|15º|3;12;3;1;2;4;1,5|2,9;2,5|3,9",ALPHABIO,ALPHABIO,ALPHABIO,1
Digital analog. Comp.0176,,,,0,34.610.176.01-2,34610176012,843567350542,none,,,176,34,610,176,01,2,"35º|0,5;8;3","Referenčný kód: 34.610.176.01-2 | Systém: EASY IMPLANT | Parametre: 35º|0,5;8;3",EASY IMPLANT,,EASY IMPLANT,0
Digital analog. Comp.0178,,,,0,34.610.178.01-2,34610178012,,none,,,178,34,610,178,01,2,"45º|1,5;4","Referenčný kód: 34.610.178.01-2 | Systém: P-I BRANEMARK | Parametre: 45º|1,5;4",P-I BRANEMARK;ZIACOM;ZIMMER,P-I BRANEMARK;ZIMMER,P-I BRANEMARK,1
Digital analog. Comp.0183,,,,0,34.612.183.01-2,34612183012,843656873448,none,,,183,34,612,183,01,2,"45º|0,5;8;3","Referenčný kód: 34.612.183.01-2 | Systém: ANKLYOS | Parametre: 45º|0,5;8;3",ANKLYOS,,ANKLYOS,0
Digital analog. Comp.0186,,,,0,34.613.186.01-2,34613186012,843567350277,none,,,186,34,613,186,01,2,"40º|30º|1,2;20º|18º|2,5;15º|3,5;30º|25º|15º|1,2;30º|25º|15º|2,5;10;3;1;2;4;5;2,5|3,9","Referenčný kód: 34.613.186.01-2 | Systém: NEODENT | Parametre: 40º|30º|1,2;20º|18º|2,5;15º|3,5;30º|25º|15º|1,2;30º|25º|15º|2,5;10;3;1;2;4;5;2,5|3,9",NEODENT,NEODENT,NEODENT,1
Digital analog. Comp.0187,,,,0,34.612.187.01-2,34612187012,843567350114,none,,,187,34,612,187,01,2,3,Referenčný kód: 34.612.187.01-2 | Systém: BEGO | Parametre: 3,BEGO,BEGO,BEGO,1
Digital analog. Comp.0193,,,,0,34.613.193.01-2,34613193012,,none,,,193,34,613,193,01,2,"45º|0,3;3","Referenčný kód: 34.613.193.01-2 | Systém: DENTIUM | Parametre: 45º|0,3;3",COLLELMEDI;DENTIUM,DENTIUM,DENTIUM,1
Digital analog. Comp.0205,,,,0,34.612.205.01-2,34612205012,843656873491,none,,,205,34,612,205,01,2,"45º|0,3;8;3","Referenčný kód: 34.612.205.01-2 | Systém: ZIMMER | Parametre: 45º|0,3;8;3",ZIACOM;ZIMMER,ZIMMER,ZIMMER,1
Digital analog. Comp.0207,,,,0,34.610.207.01-2,34610207012,843656873528,none,,,207,34,610,207,01,2,"35º|15º|1,5;20º|3;15º|4;25º|20º|15º|1,5;20º|15º|10º|3;3;1;2;4;2,5|3,9;3,5|4,9;4,5|5,9","Referenčný kód: 34.610.207.01-2 | Systém: STRAUMANN | Parametre: 35º|15º|1,5;20º|3;15º|4;25º|20º|15º|1,5;20º|15º|10º|3;3;1;2;4;2,5|3,9;3,5|4,9;4,5|5,9",STRAUMANN,STRAUMANN,STRAUMANN,1
Digital analog. Comp.0208,,,,0,34.614.208.01-2,34614208012,843656873529,none,,,208,34,614,208,01,2,"45º|20º|1,5;3","Referenčný kód: 34.614.208.01-2 | Systém: STRAUMANN | Parametre: 45º|20º|1,5;3",STRAUMANN,STRAUMANN,STRAUMANN,1
Digital analog. Comp.0222,,,,0,34.610.222.01-2,34610222012,843567351333,none,,,222,34,610,222,01,2,30º|1;25º|2;20º|3;3,Referenčný kód: 34.610.222.01-2 | Systém: MEGAGEN | Parametre: 30º|1;25º|2;20º|3;3,MEGAGEN,MEGAGEN,MEGAGEN,1
Digital analog. Comp.0249,,,,0,34.610.249.01-2,34610249012,843567350536,none,,,249,34,610,249,01,2,40º|1;10;3,Referenčný kód: 34.610.249.01-2 | Systém: MEDENTIS | Parametre: 40º|1;10;3,MEDENTIS,MEDENTIS,MEDENTIS,1
Digital analog. Comp.0261,,,,0,34.613.261.01-2,34613261012,843567350659,none,,,261,34,613,261,01,2,"40º|0,5;3","Referenčný kód: 34.613.261.01-2 | Systém: STRAUMANN | Parametre: 40º|0,5;3",STRAUMANN,STRAUMANN,STRAUMANN,1
ScAnalog Comp.0001,,,,0,23.412.001.01-2,23412001012,843567350361,none,,,001,23,412,001,01,2,"43º|29º|0,3;25º|22º|1,2;25º|2;20º|3;25º|20º|10º|0,3;25º|20º|10º|2;3;1;2;4","Referenčný kód: 23.412.001.01-2 | Systém: BIOMET 3L | Parametre: 43º|29º|0,3;25º|22º|1,2;25º|2;20º|3;25º|20º|10º|0,3;25º|20º|10º|2;3;1;2;4",BIOMET 3L,,BIOMET 3L,0
ScAnalog Comp.0002,,,,0,23.413.002.01-2,23413002012,843567350363,none,,,002,23,413,002,01,2,"45º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;10;3;1;2;4;45º|1,6|0,35|20|7|2,79|4,86|5,44;1,6|0,35|20|9,3|3,3|7,3|2|2,3;45º|72|0,353|25|8,17|3|5,31|5,87;45º|1,8|0,35|25|7|3,2|5,2|2,5","Referenčný kód: 23.413.002.01-2 | Systém: BIOMET 3L | Parametre: 45º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;10;3;1;2;4;45º|1,6|0,35|20|7|2,79|4,86|5,44;1,6|0,35|20|9,3|3,3|7,3|2|2,3;45º|72|0,353|25|8,17|3|5,31|5,87;45º|1,8|0,35|25|7|3,2|5,2|2,5",BIOMET 3L,,BIOMET 3L,0
ScAnalog Comp.0004 (6f),,,,0,23.413.004.02-2,23413004022,843567350083,none,,,004,23,413,004,02,2,"45º|29º|1;30º|20º|2;25º|3;20º|25º|4;25º|20º|10º|1;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9","Referenčný kód: 23.413.004.02-2 | Systém: ASTRA | Parametre: 45º|29º|1;30º|20º|2;25º|3;20º|25º|4;25º|20º|10º|1;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9",ASTRA;CORTEX;EASY IMPLANTS;EUROTEKNIKA;GALIMPLANT;IMPLANTSWISS;MOZO-GRAU (TICARE);MPI;PROCLINIC;REFLECT;SIGNO VINCES;SOUTHERN IMPLANTS;TITANIUM-FIX;UFIT;WARANTEC (ONEPLANT);ZIACOM,ASTRA;CORTEX;EUROTEKNIKA;IMPLANTSWISS;SOUTHERN IMPLANTS;UFIT,ASTRA,1
ScAnalog Comp.0006,,,,0,23.412.006.01-2,23412006012,843567350376,none,,,006,23,412,006,01,2,"40º|20º|1,2;25º|12º|2;20º|30º|3;15º|30º|4;30º|20º|15º|1.2;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9","Referenčný kód: 23.412.006.01-2 | Systém: ASTRA | Parametre: 40º|20º|1,2;25º|12º|2;20º|30º|3;15º|30º|4;30º|20º|15º|1.2;3;1;2;4;2.5|3,9;3,5|4,9;4,5|5,9",ASTRA,ASTRA,ASTRA,1
ScAnalog Comp.0007,,,,0,23.413.007.01-2,23413007012,843567351006,none,,,007,23,413,007,01,2,"38º|17º|1,5;25º|12º|2;25º|3;25º|20º|10º|1.5;3;1;2;4;1,5|2,9;2,5|3,9;4,5|5,9;1,20","Referenčný kód: 23.413.007.01-2 | Systém: ASTRA | Parametre: 38º|17º|1,5;25º|12º|2;25º|3;25º|20º|10º|1.5;3;1;2;4;1,5|2,9;2,5|3,9;4,5|5,9;1,20",ASTRA,ASTRA,ASTRA,1
ScAnalog Comp.0008,,,,0,23.413.008.01-2,23413008012,843567350043,none,,,008,23,413,008,01,2,"45º|30º|0,5;25º|20º|10º|0.5;8;3;45º|1,4|0,3|15|3,6|1,8|2,1|1,5;45º|1,4|0,3|15|6,7|2,5|4,87|5,3;45º|1,4|0,3|15|6,65|1,6|3,65|5,75;45º|1,4|0,3|15|4,8|1,1|3,05|3,6;45º|80|0,317|15|8,3|2,45|5,79|5,95;45º|1,6|0,35|20|7,3|2,7|5,15|5,9;45º|1,6|0,35|20|8,5|6,46|7|1,5;45º|1,8|0,35|25|8,3|2,5|6,5|2,45","Referenčný kód: 23.413.008.01-2 | Systém: ASTRA | Parametre: 45º|30º|0,5;25º|20º|10º|0.5;8;3;45º|1,4|0,3|15|3,6|1,8|2,1|1,5;45º|1,4|0,3|15|6,7|2,5|4,87|5,3;45º|1,4|0,3|15|6,65|1,6|3,65|5,75;45º|1,4|0,3|15|4,8|1,1|3,05|3,6;45º|80|0,317|15|8,3|2,45|5,79|5,95;45º|1,6|0,35|20|7,3|2,7|5,15|5,9;45º|1,6|0,35|20|8,5|6,46|7|1,5;45º|1,8|0,35|25|8,3|2,5|6,5|2,45",ASTRA,ASTRA,ASTRA,1
ScAnalog Comp.0014,,,,0,23.412.014.01-2,23412014012,843567350134,none,,,014,23,412,014,01,2,"41º|23º|1,2;25º|17º|2;20º|25º|3;25º|20º|15º|3;10;3;2;4;3,5|4,9;4,5|5,9;45º|1,4|0,3|15|4,45|2,3|2,48|1,97;45º|1,6|0,35|20|7,9|2,3|5,42|6,46","Referenčný kód: 23.412.014.01-2 | Systém: DENTIS | Parametre: 41º|23º|1,2;25º|17º|2;20º|25º|3;25º|20º|15º|3;10;3;2;4;3,5|4,9;4,5|5,9;45º|1,4|0,3|15|4,45|2,3|2,48|1,97;45º|1,6|0,35|20|7,9|2,3|5,42|6,46",DENTIS;DIO IMPLANT;MEGAGEN,DENTIS;MEGAGEN,DENTIS,1
ScAnalog Comp.0015,,,,0,23.413.015.01-2,23413015012,843567350132,none,,,015,23,413,015,01,2,"43º|23º|1,7;25º|15º|2,5;25º|3;20º|4;15º|5;30º|25º|20º|1;30º|25º|10º|1,7;25º|20º|10º|2,5;25º|20º|10º|3,5;3;1;2","Referenčný kód: 23.413.015.01-2 | Systém: JDENTALCARE | Parametre: 43º|23º|1,7;25º|15º|2,5;25º|3;20º|4;15º|5;30º|25º|20º|1;30º|25º|10º|1,7;25º|20º|10º|2,5;25º|20º|10º|3,5;3;1;2",OXY;JDENTALCARE;MEGAGEN,JDENTALCARE;MEGAGEN,JDENTALCARE,1
ScAnalog Comp.0021,,,,0,23.412.021.01-2,23412021012,843567350045,none,,,021,23,412,021,01,2,"43º|24º|1,5;25º|20º|2;20º|30º|3;15º|30º|4;15º|20º;25º|20º|10º|1,5;25º|20º|15º|3;3;1;2;4;1,5|2,9|3,5|5,4","Referenčný kód: 23.412.021.01-2 | Systém: ALFA-GATE | Parametre: 43º|24º|1,5;25º|20º|2;20º|30º|3;15º|30º|4;15º|20º;25º|20º|10º|1,5;25º|20º|15º|3;3;1;2;4;1,5|2,9|3,5|5,4",ADIN;ALFA-GATE;BIONER;CONEXÃO SISTEMA DE PRÓTESE;HAHN IMPLANT (GLIDEWELL);HI-TEC;IMPLANT DIRECT;NOBEL BIOCARE;REFLECT;YOUSE IMPLANTS (SWEDEN & MARTINA GROUP),ALFA-GATE;IMPLANT DIRECT;NOBEL BIOCARE,ALFA-GATE,1
ScAnalog Comp.0022,,,,0,23.413.022.01-2,23413022012,843567350329,none,,,022,23,413,022,01,2,"40º|19º|1,3;25º|14º|2;20º|30º|3;15º|30º|4;15º|20º;30º|25º|10º|1,3;20º|10º|3;3;1;2;4;1,5|2,9|3,5|5,4","Referenčný kód: 23.413.022.01-2 | Systém: ALFA-GATE | Parametre: 40º|19º|1,3;25º|14º|2;20º|30º|3;15º|30º|4;15º|20º;30º|25º|10º|1,3;20º|10º|3;3;1;2;4;1,5|2,9|3,5|5,4",ADIN;ALFA-GATE;HAHN IMPLANT (GLIDEWELL);HI-TEC;IMPLANT DIRECT;JDENTALCARE;NOBEL BIOCARE;REFLECT;YOUSE IMPLANTS (SWEDEN & MARTINA GROUP),ALFA-GATE;IMPLANT DIRECT;JDENTALCARE;NOBEL BIOCARE,ALFA-GATE,1
ScAnalog Comp.0023,,,,0,23.412.023.01-2,23412023012,843567350096,none,,,023,23,412,023,01,2,"45º|30º|0,3;3","Referenčný kód: 23.412.023.01-2 | Systém: BIOGENESIS | Parametre: 45º|30º|0,3;3",AVINENT;BIOGENESIS;BIOHORIZONS;DENTIS;DIO IMPLANT;GT MEDICAL;KLOCKNER;MEGAGEN;NEOBIOTECH;NOBEL BIOCARE;OSSTEM IMPLANT;RADHEX;STERI-OSS;TBR;TREE-OSS,BIOGENESIS;BIOHORIZONS;DENTIS;GT MEDICAL;KLOCKNER;MEGAGEN;NEOBIOTECH;NOBEL BIOCARE;OSSTEM IMPLANT,BIOGENESIS,1
ScAnalog Comp.0024,,,,0,23.413.024.01-2,23413024012,843567350062,none,,,024,23,413,024,01,2,"45º|30º|0,3;30º|0,5;30º|25º|10º|0,3;30º|25º|10º|0,5;30º|25º|10º|1;30º|25º|10º|2;25º|20º|15º|3;25º|20º|15º|4;3;2|3","Referenčný kód: 23.413.024.01-2 | Systém: ACE | Parametre: 45º|30º|0,3;30º|0,5;30º|25º|10º|0,3;30º|25º|10º|0,5;30º|25º|10º|1;30º|25º|10º|2;25º|20º|15º|3;25º|20º|15º|4;3;2|3",ACE;ANTHOGYR;AVINENT;BIOGENESIS;B&W;BIOMET 3L;BIONER;BTI;BTK;DENTIS;DIO IMPLANTS;EASY IMPLANT;ECKERMANN;DSP BIOMEDICAL;EUROTEKNIKA;GALIMPLANT;GMI (ILERIMPLANT);GT MEDICAL;INTRA-LOCK;KEYSTONE;KLOCKNER;LEADER;MEGAGEN;MICRODENT;MIS;MOZO-GRAU (TICARE);MPI;NEODENT;NOBEL BIOCARE;NORMON;OSSTEM IMPLANT;OSTEOPLUS;OXY;PHIBO;PROCLINIC;RADHEX;SIGNO VINCES;SIN IMPLANTS;SOUTHERN IMPLANTS;SYTHEX;TREE-OSS;TRINON;ZIACON,ACE;ANTHOGYR;BIOGENESIS;BTI;BTK;DENTIS;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;KEYSTONE;KLOCKNER;MEGAGEN;MICRODENT;MIS;NEODENT;NOBEL BIOCARE;OSSTEM IMPLANT;PHIBO;SOUTHERN IMPLANTS,ACE,1
ScAnalog Comp.0025,,,,0,23.413.025.01-2,23413025012,843656873559,none,,,025,23,413,025,01,2,"45º|30º|0,3;30º|25º|10º|0,3;3","Referenčný kód: 23.413.025.01-2 | Systém: ACE | Parametre: 45º|30º|0,3;30º|25º|10º|0,3;3",AB;ACE;ADIN;AVINENT;BIOHORIZONS;BIOMET 3L;BIONER;CORTEX;EASY IMPLANT;EOROTEKNIKA;GALIMPLANT;GMI (ILERPLANT);HAHN IMPLANT (GLIDEWELL);IMPLANTSWISS;JDENTALCARE;MEDINTAKA;MEGAGEN;NEOBITOTECH;NEODENT;OSSTEM IMPLANT;SEWON MEDIX;SIN IMPLANTS;TREE-OSS;WIN,ACE;BIOHORIZONS;CORTEX;IMPLANTSWISS;JDENTALCARE;MEGAGEN;NEODENT;OSSTEM IMPLANT,ACE,1
ScAnalog Comp.0029,,,,0,23.412.029.01-2,23412029012,843567350147,none,,,029,23,412,029,01,2,"30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9","Referenčný kód: 23.412.029.01-2 | Systém: BIOCONCEPT | Parametre: 30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9",BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT;PALTOP;SEWON MEDIX,BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
ScAnalog Comp.0030,,,,0,23.413.030.01-2,23413030012,843567350078,none,,,030,23,413,030,01,2,"42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5","Referenčný kód: 23.413.030.01-2 | Systém: BIOCONCEPT | Parametre: 42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5",BIOCONCEPT;BIOTEM;COLLELMEDI;DENTEM;DENTIS;DENTIUM;DIO IMPLANTS;EASY IMPLANT;F&B IMPLANT (FIT & BRILLIANT);IBS;IDO IMPLANTS;IMPLANTSWISS;MEGADENT;NEOBIOTECH;OSSTEM IMPLANT;POINT IMPLANT;SEWON MEDIX;YES IMPLANT,BIOCONCEPT;DENTIS;DENTIUM;DIO IMPLANTS;IDO IMPLANTS;IMPLANTSWISS;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
ScAnalog Comp.0033,,,,0,23.412.033.01-2,23412033012,843656873909,none,,,033,23,412,033,01,2,"38º|18º|1,3;20º|14º|2;15º|25º|3;15º|25º|4;25º|20º|1,3;25º|20º|15º|3;3;1;2;4;2,5|3,9;3,5|4,9","Referenčný kód: 23.412.033.01-2 | Systém: BIOCONCEPT | Parametre: 38º|18º|1,3;20º|14º|2;15º|25º|3;15º|25º|4;25º|20º|1,3;25º|20º|15º|3;3;1;2;4;2,5|3,9;3,5|4,9",BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT,1
ScAnalog Comp.0035,,,,0,23.413.035.01-2,23413035012,843567350048,none,,,035,23,413,035,01,2,"39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9","Referenčný kód: 23.413.035.01-2 | Systém: BIOCONCEPT | Parametre: 39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9",BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT,1
ScAnalog Comp.0037,,,,0,23.413.037.01-2,23413037012,843567350040,none,,,037,23,413,037,01,2,"45º|25º|0,6;30º|25º|15º|0,6;3;1","Referenčný kód: 23.413.037.01-2 | Systém: ACE | Parametre: 45º|25º|0,6;30º|25º|15º|0,6;3;1",ACE;ANTHOGYR;BIOCONCEPT;BIOGENESIS;DENTIUM;EUTOTEKNIKA;GT MEDICAL;IMPLANT DIRECT;MEGAGEN;PROCLINIC;SOUTHERN IMPLANTS;STRAUMANN;TRINON;ZIACOM,ACE;ANTHOGYR;BIOCONCEPT;BIOGENESIS;DENTIUM;GT MEDICAL;IMPLANT DIRECT;MEGAGEN;SOUTHERN IMPLANTS;STRAUMANN,ACE,1
ScAnalog Comp.0040,,,,0,23.412.040.01-2,23412040012,843567350323,none,,,040,23,412,040,01,2,"45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2","Referenčný kód: 23.412.040.01-2 | Systém: ALFA-GATE | Parametre: 45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2",AB;ADIN;ALFA-GATE;ALPHABIO;ARDS;BIOHORIZONS;BIONER;BIOTEC;BTK;B&W;CORTEX;DITRON;DMI DENTAL SUPPLY;HI-TEC;IMPLANT DIRECT;IMPLANT GENESIS;INTRA-LOCK;JDENTALCARE;LEADER;MIS;NORIS MEDICAL;OSTEOPLUS;PROCLINIC;REFLECT;SOUTHERN IMPLANTS;TREE-OSS;TRI DENTAL IMPLANTS;VULKAN IMPLANTS;ZIACOM;ZIMMER;AVINENT;ECKERMANN;GMI (ILERIMPLANT);MICRODENT;NORMON;NOVA IMPLANTS;PALTOP;RADHEX;RITTER;WIN,ALFA-GATE;ALPHABIO;BIOHORIZONS;BIOTEC;BTK;CORTEX;IMPLANT DIRECT;JDENTALCARE;MIS;NORIS MEDICAL;SOUTHERN IMPLANTS;TRI DENTAL IMPLANTS;ZIMMER;MICRODENT,ALFA-GATE,1
ScAnalog Comp.0041,,,,0,23.413.041.01-2,23413041012,843567350080,none,,,041,23,413,041,01,2,"45º|30º|0,4;30º|25º|1,5;30º|20º|10º|0,4;30º|25º|15º|1,5;12;3;1;24;55º|45º|72|4,1|1,9|2,3|2,47|1,63","Referenčný kód: 23.413.041.01-2 | Systém: ACE | Parametre: 45º|30º|0,4;30º|25º|1,5;30º|20º|10º|0,4;30º|25º|15º|1,5;12;3;1;24;55º|45º|72|4,1|1,9|2,3|2,47|1,63",ACE;BIOHORIZONS;BIONER;DENTAL TECH;HI-TEC;IMPLANT DIRECT;INTRA-LOCK;MISS;PALTOP;REFLECT;ZIACOM;ECKERMANN;GMI (ILESIMPLANT);RADHEX,ACE;BIOHORIZONS;IMPLANT DIRECT,ACE,1
ScAnalog Comp.0074,,,,0,23.413.074.01-2,23413074012,843567350027,none,,,074,23,413,074,01,2,"24;45º|30º|0,6;10;3|34.613|074.01|2;25º|45º|1,4|15|7,4|3,55|5|5,99;50º|45º|1,8|25|7,4|3,8|5,8|6,04;2|25|7,4|3,3|6|1,4|2,3|1,70","Referenčný kód: 23.413.074.01-2 | Systém: ANTHOGYR | Parametre: 24;45º|30º|0,6;10;3|34.613|074.01|2;25º|45º|1,4|15|7,4|3,55|5|5,99;50º|45º|1,8|25|7,4|3,8|5,8|6,04;2|25|7,4|3,3|6|1,4|2,3|1,70",ANTHOGYR;DENTIUM;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;IMPLANT DIRECT;MEGAGEN;PROCLINIC;STRAUMANN;TRINON;ZIACOM,ANTHOGYR;DENTIUM;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;IMPLANT DIRECT;MEGAGEN;STRAUMANN,ANTHOGYR,1
ScAnalog Comp.0096,,,,0,23.414.096.01-2,23414096012,843567350199,none,,,096,23,414,096,01,2,"45º|30º|0,6;3","Referenčný kód: 23.414.096.01-2 | Systém: ACE | Parametre: 45º|30º|0,6;3",ACE;ANTHOGYR;DENTIUM;EUROTEKNIKA;IMPLANT DIRECT;PROCLINIC;SOUTHERN IMPLANTS;STRAUMANN,ACE;ANTHOGYR;DENTIUM;EUROTEKNIKA;IMPLANT DIRECT;SOUTHERN IMPLANTS;STRAUMANN,ACE,1
ScAnalog Comp.0101,,,,0,23.413.101.01-2,23413101012,843567350098,none,,,101,23,413,101,01,2,"8;10;12;45º|30º|0,5;9;3","Referenčný kód: 23.413.101.01-2 | Systém: STRAUMANN | Parametre: 8;10;12;45º|30º|0,5;9;3",STRAUMANN,STRAUMANN,STRAUMANN,1
ScAnalog Comp.0102,,,,0,23.412.102.01-2,23412102012,843656873988,none,,,102,23,412,102,01,2,"10;12;38º|18º|1,8;30º|25º|20º|1;25º|15º|10º|1,8;20º|15º|3;3;1;2;4;2,5|3,9","Referenčný kód: 23.412.102.01-2 | Systém: BIOHORIZONS | Parametre: 10;12;38º|18º|1,8;30º|25º|20º|1;25º|15º|10º|1,8;20º|15º|3;3;1;2;4;2,5|3,9",BIOHORIZONS,BIOHORIZONS,BIOHORIZONS,1
ScAnalog Comp.0160,,,,0,23.410.160.01-2,23410160012,843567350207,none,,,160,23,410,160,01,2,"45º|30º|0,5;10;3|22.610|160.01","Referenčný kód: 23.410.160.01-2 | Systém: STRAUMANN | Parametre: 45º|30º|0,5;10;3|22.610|160.01",STRAUMANN,STRAUMANN,STRAUMANN,1
ScAnalog Comp.0181,,,,0,23.412.181.01-2,23412181012,843567350154,none,,,181,23,412,181,01,2,"45º|0,4;30º|20º|0,4;8;3","Referenčný kód: 23.412.181.01-2 | Systém: PALTOP | Parametre: 45º|0,4;30º|20º|0,4;8;3",PALTOP;SURCAM DENTAL,,PALTOP,0
ScAnalog Comp.0260,,,,0,23.410.260.01-2,23410260012,843567351359,none,,,260,23,410,260,01,2,"40º|0,5;3","Referenčný kód: 23.410.260.01-2 | Systém: STRAUMANN | Parametre: 40º|0,5;3",STRAUMANN,STRAUMANN,STRAUMANN,1
ScAnalog Comp.0261,,,,0,23.413.261.01-2,23413261012,843567351360,none,,,261,23,413,261,01,2,"40º|0,5;3","Referenčný kód: 23.413.261.01-2 | Systém: STRAUMANN | Parametre: 40º|0,5;3",STRAUMANN,STRAUMANN,STRAUMANN,1
ScAnalog DAS MU4.0,,,,0,23.412.209.02-2,23412209022,843567351349,none,,,209,23,412,209,02,2,,Referenčný kód: 23.412.209.02-2,,,,0
ScAnalog DAS Multi-Unit,,MULTI-UNIT,29.0,0,23.412.209.01-2,23412209012,843656873368,exact,23.412.209.01-2,DAS Multi-Unit ScAnalog for impression post,209,23,412,209,01,2,,Referenčný kód: 23.412.209.01-2,,,,0
"Scanbody DAS Multi-Unit H4.5, NR, (Hex.1,20) 5N·cm",,MULTI-UNIT,32.9,0,53.412.209.01-2,53412209012,843656873367,exact,53.412.209.01-2,"DAS Multi-Unit Scanbody H4.5 with screw (Hex.1,20) 5N·cm",209,53,412,209,01,2,,Referenčný kód: 53.412.209.01-2,,,,0
